,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,file_la,file_ld,file_lt,file_age,file_ddev,file_nuc,own,minor,file_ndev,file_ncomm,file_adev,file_nadev,file_avg_nddev,file_avg_nadev,file_avg_ncomm,file_ns,file_exp,file_sexp,file_rexp,file_nd,file_sctr,project,quantile
0.5,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,32.0,6.0,26.5,9.0,15.0,0.0,12.0,17.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,16.5,16.5,0.0,4.0,4.0,4.0,3.5,20.956440919612977,1.149563337702721,20.47261404813683,19.037608791023985,1.0,1.561517970904914,1.0,0.0,4.346642633921503,18.338330388333954,2.0,18.322964036079757,0.36816089622864734,1.4647557260198616,1.434967032599281,1.0,82.86064685772924,30.890734284646896,1.001995343827775,1.0,-0.2531865022465467,RxActivityResult,0.5
0.5,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,7.0,0.0,0.0,0.0,3.0,48.5,9.0,31.5,9.0,17.0,0.0,11.0,20.0,8.5,10.5,2.0,2.0,2.0,1.0,2.0,1.0,9.5,0.0,0.0,6.0,6.0,7.0,5.0,35.276729959945555,28.221235411142985,53.1724129812267,34.482473912530125,3.231889776588096,4.058252909452232,0.8287888662510972,0.11831141894085166,21.768343529202973,95.29254107679878,4.369495746914685,95.29230741504696,1.923226038918552,7.081698343462379,7.082918548925788,1.0,188.92714277758915,39.46751464513864,1.5613522758960134,1.0,-0.2414568851933983,smart-show,0.5
0.5,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,4.5,0.0,0.0,0.0,2.0,30.5,5.5,24.5,9.0,13.5,0.0,8.5,14.0,7.0,8.5,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,3.5,2.5,5.29775097164059,85.94619289764356,0.025891203703703704,1.0,1.0939701436431906,1.0,0.0,7.951130463703141,19.55400073450088,1.4436427059484687,19.554924336362774,0.2458868428464125,0.7710132243858376,0.7704914175435504,1.0,212.98449228747953,70.6659915002943,2.1308558136319107,1.0,-0.12330254974506485,PatternLock,0.5
0.5,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,3.0,54.0,9.0,32.0,11.0,13.0,11.0,10.0,18.0,9.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,41.0,25.0,0.26,6.0,6.0,6.0,4.0,26.47890038917157,3.7720113794776875,40.0,55.81094953591673,1.9847789408816143,2.2975078339140054,0.9627505665797534,0.08798131656618241,29.89028832268808,52.25510777867564,2.630591635012395,52.255174442030594,1.3744360956635044,2.7189187293693777,2.718920138795149,1.0,111.0,60.0,1.0016349494670045,1.0,-0.12130638641157555,RxHttpUtils,0.5
0.5,2.0,2.0,2.0,1.0,11.5,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.5,0.0,2.0,52.5,5.0,43.5,14.0,30.0,3.0,22.5,32.5,13.5,18.5,3.0,3.0,3.5,1.0,1.0,1.0,0.0,0.0,0.055,6.0,6.0,6.0,4.0,13.0,2.0,75.23878706958077,36.31299877679733,1.0,2.0,0.9951476428983197,0.07581110562781573,2.9248994449413264,13.915331346653153,2.513408933998659,13.913064418228732,0.4045067042978424,1.9621018965357777,1.9546341312299695,1.0,74.1088310488629,43.34644478041132,1.7934573335589106,1.0,-0.27393729285325685,android-transcoder,0.5
0.5,1.0,1.0,1.0,1.0,6.0,0.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,8.0,2.0,9.0,9.0,0.0,1.0,0.0,7.0,104.0,16.0,73.0,21.0,47.0,13.0,39.0,64.0,21.0,38.0,3.0,3.0,3.0,1.0,2.0,1.0,33.0,6.0,0.22,13.0,13.0,14.0,9.0,61.0,15.193615790175958,10.434131810834486,62.492832641531734,2.348669439291815,0.9132008394022411,0.9434174632460044,0.16019083860058697,0.0,0.0,1.6440236816660208,0.0,0.0018436550843008775,0.0,0.0,1.0,228.66492480008296,13.006349344513396,3.5272476244377726,1.0,-0.19416892610664716,pcollections,0.5
0.5,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,6.0,6.0,0.0,0.0,0.0,5.0,77.0,12.0,47.5,18.0,26.0,6.0,19.0,30.0,16.0,15.0,3.0,3.0,3.0,1.0,1.0,1.0,15.0,14.0,0.13,9.0,9.0,9.0,6.0,0.0,87.5,113.11089650239958,22.224665496611898,1.0,1.0090982906408816,1.0,0.0,33.59072732043451,55.144675022035656,1.539704387161805,55.14465697582227,0.20192192541820198,0.34289901849050275,0.3428984750772628,1.0,339.5,107.33710283610536,1.0133078225660623,1.0,-0.031067618861720943,libsignal-protocol-java,0.5
0.5,2.0,1.0,2.0,1.0,12.0,0.0,8.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,5.0,12.0,0.0,0.0,0.0,4.0,93.0,13.0,53.0,15.0,32.0,19.0,24.5,38.0,13.0,25.0,4.0,4.0,5.0,1.0,2.0,2.0,33.0,19.0,0.25,12.0,12.0,13.0,6.0,-8714.973201351622,599.6463427279896,9292.654139904953,10.37201768178044,4.338808447413939,21.10538245045253,0.9919467225593124,5.738589822936422,305.13261397629554,676.0420134254047,25.985918044532845,688.4988965441128,33.011085298697,-46.726603846762,-52.62064202341142,1.0,3361.255435302616,3357.1856963793102,7.386543393454503,1.0,-0.6921925191305837,ESPlorer,0.5
0.5,1.0,1.0,1.0,1.0,9.0,0.0,8.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,4.0,49.0,6.0,39.0,12.0,18.0,1.0,14.0,26.0,11.0,14.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.01,7.0,7.0,7.0,5.0,-21.87740412351863,14.152116707581973,108.91131147752397,51.31845252727535,1.342678395018551,3.6386448045244357,0.963258785942492,0.1206078704909416,2.4870542382097325,10.64070475383026,3.867000768680645,10.57763166704973,0.38056529657933696,1.4395431314622844,1.4390401866605407,1.0,84.08658128195779,41.2644086991007,1.3611636218794692,1.0,-0.14939735410380817,geofire-java,0.5
0.5,1.0,1.0,1.0,1.0,8.0,0.0,6.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,6.0,0.0,0.0,0.0,3.5,69.5,9.0,36.0,14.0,19.5,6.0,18.0,26.0,13.0,13.0,2.0,2.0,2.0,1.0,2.0,1.0,10.0,4.0,0.16999999999999998,5.0,5.0,5.5,4.0,3.0,2.3396645382355246,83.79190923996778,14.19894114678252,1.0,2.0,0.9987838019432702,0.2477394840684285,10.490795977435749,21.912488337346275,2.5335384593170174,21.78628350323101,0.5088569930567861,0.0,0.0,1.0,122.63017188973552,29.26570727503163,1.2274831174709404,1.0,-0.04936820065163783,CircularReveal,0.5
0.5,1.5,1.5,2.0,1.0,12.0,0.0,8.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,60.0,6.0,31.0,12.0,17.0,22.0,18.0,24.0,11.0,13.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.79,6.0,6.0,6.0,3.0,66.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,125.16365418694318,117.89080207569583,65.9624060150376,1.0,-0.033581866726594835,ABAGAIL,0.5
0.5,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,25.0,3.0,16.0,5.0,9.0,5.0,4.0,8.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.38,2.0,2.0,2.0,2.0,15.7336296973272,4.215458664878378,15.0,3.676135112404385,1.9396463192583155,2.200469728193905,0.9861180695548498,0.0,10.883304962194941,11.308194957856008,2.7352704119453004,11.309758139799333,0.4153594149225829,0.43499020547362316,0.4349902907223789,1.0,141.45419408168422,60.05724701231236,14.808470839334834,1.0,-0.14425018133385129,react-native-splash-screen,0.5
0.5,2.0,2.0,2.0,1.0,14.0,0.0,12.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,50.0,4.0,31.5,8.5,22.5,3.0,17.5,21.5,6.0,16.5,5.0,3.5,5.0,1.0,2.0,1.5,0.0,0.0,0.08,6.5,4.5,6.5,3.0,109.98487253306764,-15.658839162207478,-74.12095491621172,-7.2708567114116285,1.0,-0.5658531016508609,0.9999247315756477,0.013212319094533381,0.583231956348403,9.561626786271999,0.5816351816264835,9.645238878336537,0.14238481452956786,3.4396930585526144,3.4428705266959247,1.0,22.472289480788604,5.8908041385615855,5.432510020791877,1.0,-0.21051498347321312,react-native-incall-manager,0.5
0.5,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,4.0,8.0,8.0,0.0,1.0,0.0,6.0,119.0,17.0,81.0,25.0,41.0,16.0,36.0,55.0,22.0,30.0,3.0,3.0,3.0,1.0,1.0,1.0,66.0,52.0,0.18,11.0,11.0,12.0,9.0,-614.317348106064,4.6458760881154495,805.5508904581806,50.968427134175094,1.1026705969664907,5.821589279406707,0.9936677169514941,0.20883875825246967,3.982394642778904,30.537417962546673,5.90344056643594,30.53809214046576,0.5344360879370789,5.238264730130505,5.23821854940642,1.0,521.1910032218007,335.3864176938572,1.3621267534057386,1.0,-0.19219989386433756,libsignal-service-java,0.5
0.5,1.0,1.0,1.0,1.0,8.5,0.0,8.5,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,53.0,6.5,43.0,11.0,17.5,1.0,12.5,22.0,8.5,13.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.02,6.0,6.0,6.5,3.0,68.36339529945559,15.110730258081562,0.0,3.007605764611712,1.0,0.0,1.0,0.0,3.0977758659815064,17.754326556379702,1.0,17.713700687137695,0.16318386588664036,2.236876330696989,2.2263707431006416,1.0,1920.2941878746606,112.03503470407132,2.4850680882057774,1.0,-0.24262389954770622,MarkdownView,0.5
0.5,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,13.0,2.0,11.0,5.0,4.0,0.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,38.02851118903552,1.119586783862399,5.956752194872475,55.82977848125807,0.9659568884151867,0.378608432258158,1.0,0.0,0.8955333306543843,1.10309352278945,1.1573954280818854,1.1030945054260108,0.03657771174614821,0.04501144014909543,0.045010525177418576,1.0,260.5371725235782,113.25763991416487,0.5272446629593087,1.0,-0.10358134444284303,dcevm,0.5
0.5,2.0,2.0,2.0,1.0,18.0,0.0,14.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,9.0,9.0,0.0,0.0,0.0,5.0,264.0,13.0,179.0,53.0,126.0,78.0,68.0,91.0,40.0,52.0,5.0,5.0,5.0,3.0,1.0,2.0,0.0,0.0,0.45,20.0,20.0,20.0,11.0,182.0,0.0,0.0,162.21448572030707,2.744303522654047,3.0,0.7950080554823545,0.3644679833151427,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,67.02072380963571,34.28011518322768,1.3491768588063446,1.0,-0.09929996246212933,wycheproof,0.5
0.5,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,26.0,1.0,30.0,48.5,0.0,0.0,0.0,28.0,265.0,25.0,214.5,72.0,120.0,22.0,94.0,143.0,54.0,88.0,2.0,2.0,2.0,1.0,2.0,1.0,92.0,88.0,0.02,45.0,45.0,46.0,36.0,481.0,0.0,0.0,1.8494104750854081,1.0,2.0,0.8211841240136816,0.17911173414469428,38.5,89.89060164005183,1.9224609655603082,89.89042434197549,0.346174919040771,0.5219608248938504,0.5219817903663215,1.0,580.7168280915702,303.14974099823644,1.0051582982230283,1.0,-0.013507020120204069,facebook-java-business-sdk,0.5
0.5,1.0,1.0,1.0,1.0,10.0,0.0,6.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,2.0,55.0,7.0,30.0,12.0,14.0,16.0,14.0,21.0,10.0,10.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.65,5.0,5.0,5.0,3.0,42.0,5.555119580736803,13.654136661124852,3.7443198050928785,1.0,0.5909903434052842,1.0,0.0,11.545589442488296,24.00413698862785,1.2951226930564719,24.00410517454644,0.10113330801746817,0.23805909880576986,0.23805847746341527,1.0,239.0250892061161,228.38168150735126,93.06265048349775,1.0,-0.05957933924654268,FastDFS_Client,0.5
0.5,1.0,1.0,1.0,1.0,9.0,0.0,8.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,39.0,6.0,33.0,9.0,20.0,1.0,13.0,20.0,9.0,12.0,2.0,2.0,2.0,1.0,2.0,1.0,33.0,33.0,0.02,6.0,6.0,7.0,4.0,6.0,6.066509540590501,46.13226603911705,1.528134674567194,1.0,1.3995705203144062,1.0,0.0,4.875151682522551,15.425665434874812,1.8926370559217371,15.353053613611278,0.3246572546771701,1.0237927112498526,1.023792602436063,1.0,153.10327399051482,49.17785803274966,1.2059457285772799,1.0,-0.29719400552507863,Telecine,0.5
0.5,1.0,1.0,1.0,1.0,10.0,0.0,9.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,17.5,1.0,15.5,1.0,11.0,0.0,7.0,10.0,3.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,76.36275386151183,3.4737163836696014,117.07117700912073,17.688089469438893,1.9268169252736334,2.5406757396767325,0.8998917709126121,0.49885737157646753,4.134528058693376,13.484505109066422,2.66227198403912,13.57567722938777,0.8917548726565223,3.8896065833556226,3.8906483893356665,1.0,6.9702439770776214,2.409798136023225,0.43250610626677743,1.0,-0.47962540987074126,Bolts-Android,0.5
0.5,2.0,2.0,2.0,1.0,13.0,0.0,11.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,6.0,3.0,6.0,6.0,0.0,2.0,0.0,4.0,164.0,14.0,134.0,37.0,93.0,6.0,63.0,96.0,38.0,56.0,7.0,7.0,7.0,1.0,1.0,3.0,73.0,50.0,0.04,27.0,27.0,27.0,6.0,35.441781941034,13.233942257795864,161.0,37.78185245049336,1.4962808810108905,3.1919395669366173,0.9574846998428597,0.0,4.451784584938744,12.98389518614036,3.369776642541944,12.9353413336014,0.8157461334406562,2.3597915551344357,2.359426252133775,1.0,47.21381342768366,20.16418617131574,4.833613641955229,1.0,-0.28706980113238745,jieba-analysis,0.5
0.5,1.0,1.0,1.0,1.0,10.0,0.0,9.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,62.0,6.0,41.0,16.0,26.5,6.0,23.0,29.5,15.0,15.5,3.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.09,5.0,5.0,6.0,3.0,73.27701672176096,0.997927031561149,12.32748111475154,22.197245643902868,1.0,0.9087247815874054,1.0,0.09598777740247318,3.6712069023801392,9.870798651370414,1.5266936304141767,9.870774624266025,0.3021595956015538,0.9967719625631618,0.9968233426771484,1.0,60.67889846873322,40.72136348461973,0.9188380094876548,1.0,-0.1027097438533623,gcm,0.5
0.5,1.0,1.0,1.0,1.0,13.0,0.0,10.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,66.0,7.0,31.0,8.0,14.0,16.0,15.0,23.0,9.0,10.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.36,3.0,3.0,3.0,3.0,9.226083316311136,3.8159808129534465,70.5429764833718,21.576972286853596,7.476682967058325,2.0,1.0,0.0,4.765093841124064,2.473916730279165,2.0,2.4731085365423726,2.8219323414592834,1.2852124965327256,1.285160102095774,1.0,141.32250390407407,35.86737322633862,64.5787284941116,1.0,-0.3026237769834271,Android-RateThisApp,0.5
0.5,1.0,1.0,1.0,1.0,8.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,42.0,5.0,31.5,12.0,18.0,3.0,12.0,19.0,10.5,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.14500000000000002,5.0,5.0,5.0,4.0,21.87518600215717,3.0,43.489592180386666,98.2614477778285,1.2063418554426804,2.5647857814557495,0.9487138388907472,0.008203180896421997,3.7042061213614907,14.646219369958118,2.9631099685233844,14.646226002733528,0.41222517942426196,1.9998046156627414,1.9998048377536408,1.0,157.89195626971102,38.93207479917937,3.271093931820572,1.0,-0.2127601640227188,RESTMock,0.5
0.5,1.0,1.0,1.0,1.0,8.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,0.0,0.0,0.0,3.0,65.0,10.0,35.0,16.0,17.0,21.0,15.0,23.0,13.0,10.0,3.0,3.0,3.0,1.0,2.0,1.0,55.0,50.0,0.51,8.0,8.0,8.0,5.0,1.0,2.9067212101706135,87.1928879057719,0.990305387906119,1.0,3.316130411959648,1.0,0.0,4.826352589726504,14.891343147840324,3.2025449607498615,14.879838827976766,1.0,2.857238452218173,2.8262662016495135,1.0,1966.5773643261286,60.287561076487236,3.253208023846419,1.0,-0.2021341205037146,poster-generater,0.5
0.5,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,38.0,4.0,28.0,7.0,18.0,3.0,12.0,18.0,8.0,11.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.03,5.0,5.0,5.0,3.0,12.217058478383748,12.12723616518884,68.92446564724133,36.16298659595779,2.1625746348793555,4.858846411940982,0.9723485308717558,0.05240856444209693,15.092947768694081,39.74571331072763,5.196096868866771,39.74585242709371,1.1171834162881782,2.477637171134749,2.477639867003757,1.0,631.4201759980492,375.0789740602284,1.0905204626256306,1.0,-0.16309483241822548,pandora,0.5
