,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,file_la,file_ld,file_lt,file_age,file_ddev,file_nuc,own,minor,file_ndev,file_ncomm,file_adev,file_nadev,file_avg_nddev,file_avg_nadev,file_avg_ncomm,file_ns,file_exp,file_sexp,file_rexp,file_nd,file_sctr,project,quantile
0.25,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,2.25,11.25,2.0,6.0,0.0,5.25,8.0,2.0,4.25,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,2.25,2.25,2.0,13.25,0.25,2.7040872224288486,1.3100028935185184,0.9941676735655648,1.2250572470284846,0.9927622684788743,-0.08136156619678872,3.567172794251494,4.0,1.7773928179369185,4.0,0.20440418879066824,0.0375,0.0375,1.0,57.25,18.24347324423665,0.9631838515572314,1.0,-0.31191584317959264,RxActivityResult,0.25
0.25,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,16.0,2.0,13.0,3.0,7.0,0.0,4.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,29.52614171356069,4.515365731966985,39.228715092006695,33.6444400876449,3.1712771610696286,1.8532597732471072,0.8192377591334947,0.0,21.14309717998585,95.26413005214198,1.932516412607285,95.26240692559318,1.5962928754493393,6.711115604006675,6.691244403273495,1.0,188.24094867928454,37.06835839567479,1.5524501156155817,1.0,-0.2721890902306803,smart-show,0.25
0.25,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.25,2.0,9.25,3.25,5.0,0.0,3.25,6.0,3.25,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-41.55820671800508,0.0,16.5,0.0,1.0,0.0,0.9919115805672843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,153.5914276597344,44.50411747336517,1.002750509671989,1.0,-0.17445020633171207,PatternLock,0.25
0.25,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,23.0,3.0,16.0,3.0,9.0,5.0,5.0,9.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.16,3.0,3.0,3.0,2.0,5.0,1.0,0.0,31.704739583333335,1.4033076602263679,1.6976517476131452,0.9183080074421381,0.0,24.925127605498744,42.5,2.0,42.5,1.152139883155033,1.88,1.88,1.0,58.66428149998565,45.524227526340866,1.0003084422547543,1.0,-0.19037097830613053,RxHttpUtils,0.25
0.25,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,23.75,1.0,17.0,3.0,9.75,0.0,7.75,12.0,4.75,4.75,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.75,2.75,2.75,1.0,-18.255726739431765,0.0,54.75,0.5166261574074074,1.0,0.8841824496838979,0.9830162046187894,0.0,0.0,0.0,1.8934820950442308,0.0,0.0,0.0,0.0,1.0,54.647151380943896,28.696295782457945,1.0262397793347584,1.0,-0.40209813391808036,android-transcoder,0.25
0.25,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,39.0,5.0,21.0,8.0,14.0,3.0,9.0,15.0,8.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.04,7.0,7.0,7.0,4.0,45.18108726363343,1.0,6.0,4.016464412739936,1.0,0.5495861004950497,0.8628870697538447,0.0,0.0,0.0,1.3080450794425453,0.0,0.0,0.0,0.0,1.0,22.0,11.0,1.000343800609494,1.0,-0.21873913530333128,pcollections,0.25
0.25,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,37.0,6.0,26.0,9.0,10.0,0.0,9.25,15.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.25,3.25,4.0,3.0,-45.1413650784973,0.0,0.0,0.0,1.0,0.0,0.9999823460779578,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,268.25,64.25,1.000386720288964,1.0,-0.05699033788902555,libsignal-protocol-java,0.25
0.25,1.0,1.0,1.0,1.0,6.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,33.0,4.0,21.0,7.0,9.0,3.0,8.0,14.0,6.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.08,5.0,5.0,5.0,2.0,-8777.416744839507,597.7684156527271,9275.759670307827,10.161162982361468,4.14450123187156,19.17765570607905,0.9911713610583526,5.40993257939455,296.5705948412226,639.2046863442854,25.367851108367496,650.2315475830103,30.156007078911898,-57.51075042405732,-63.828964941615574,1.0,3358.800977470107,3354.434719455973,5.794673807412773,1.0,-0.8014136742847139,ESPlorer,0.25
0.25,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,25.0,3.0,19.0,5.0,11.0,0.0,6.0,10.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,-60.75383402108072,9.0,102.12135299782076,32.938599537037035,1.0,2.0904076802072336,0.9120196697468436,0.05400194694606639,2.1314050853607136,9.85257139469655,2.66339848821512,9.749503688237665,0.2667792081270014,1.065024679874819,1.064742346362222,1.0,62.13812404014326,29.858868497825696,1.0995972306436699,1.0,-0.3196581651767936,geofire-java,0.25
0.25,1.0,1.0,1.0,1.0,4.0,0.0,3.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,22.75,4.0,14.0,6.0,7.0,0.0,6.75,9.75,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,-23.81030699325102,-3.0055315731834273,66.54924257109803,12.427828816111774,1.0,1.6950008922685649,0.9980777417184804,0.1843202646752689,9.43052761552404,20.583700412394435,2.3406133496502495,20.38812821350315,0.49542418031784774,-1.2999080133472427,-1.329739993487881,1.0,99.54989568333663,23.932725260998243,1.2066658305964433,1.0,-0.17573987584481013,CircularReveal,0.25
0.25,1.0,1.0,1.0,1.0,9.0,0.0,5.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,37.0,3.0,19.0,7.0,9.0,11.0,8.0,13.0,7.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.5,3.0,3.0,3.0,1.0,42.0,0.0,0.0,0.0,1.0,0.0,0.9977425409829721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,79.25,71.25,63.70570296897031,1.0,-0.04905158813018653,ABAGAIL,0.25
0.25,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,13.0,1.0,11.0,1.0,5.0,0.0,3.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,11.838065563639546,2.938614452692507,12.381995180075982,0.0,1.6960194000594087,1.1971233074954055,0.971291862620333,0.0,0.0,0.0,1.8826377884044712,0.0,0.0,0.0,0.0,1.0,63.960666603049134,50.03849355327158,2.897900008786574,1.0,-0.2380664200951617,react-native-splash-screen,0.25
0.25,2.0,2.0,2.0,1.0,9.5,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,17.75,0.0,16.0,2.0,11.75,0.0,6.0,10.75,3.0,6.75,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.75,3.0,3.75,1.0,104.62448325459866,-30.28343117526904,-120.48360037705861,-13.822905722474186,1.0,-1.0161393231675726,0.9998833625166029,0.0,0.0,0.0,0.16476113620622146,0.0,0.0,0.0,0.0,1.0,16.618436363784834,4.233552827489625,1.119710810465878,1.0,-0.28500693226111107,react-native-incall-manager,0.25
0.25,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,38.5,7.0,26.0,11.0,8.0,0.0,12.0,18.0,9.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,20.5,0.0,4.0,4.0,4.0,4.0,-748.2746464412094,1.378422165791938,802.178217840004,50.730094368762124,1.028916866791981,4.886029518270431,0.9857726554541056,0.014118875205004655,3.4032215731312685,30.529412038239066,5.281178765987713,30.529696686915887,0.3548614069534257,5.2272194132385845,5.226634890276825,1.0,511.0323700131565,330.7144198282238,1.351988619567776,1.0,-0.2679811791800075,libsignal-service-java,0.25
0.25,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,38.0,2.0,30.0,5.0,10.75,0.0,7.0,15.0,5.0,6.75,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.75,1.75,1.75,1.0,56.79675196521042,7.140427514208129,-24.26994438845842,2.9260646259173533,1.0,-1.0251102556985499,1.0,0.0,1.315958365015024,16.378108962202884,-0.2598020844302587,16.266724445996466,0.1331832775017997,1.16913365455511,1.0855034133610153,1.0,1842.0646561345716,106.43939921312784,2.320580717924,1.0,-0.3532666212839737,MarkdownView,0.25
0.25,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,3.0,1.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,29.595426301126,0.0,0.0,0.0,0.9245175246148034,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,230.30137500386348,99.72187169481639,0.0,1.0,-0.11630258062833203,dcevm,0.25
0.25,1.0,1.0,1.0,1.0,14.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,137.0,5.0,89.5,30.0,49.5,34.5,29.0,44.5,21.0,21.5,3.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.24,5.0,5.0,5.5,4.0,46.0,0.0,0.0,0.0,1.0,0.0,0.6053851204352796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.5,15.5,1.0001078788259457,1.0,-0.15172698633349363,wycheproof,0.25
0.25,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,5.0,5.0,0.0,0.0,1.0,16.0,1.0,19.0,32.0,0.0,0.0,0.0,18.0,161.25,19.0,131.0,44.0,67.0,0.0,54.0,85.25,34.0,51.0,2.0,2.0,2.0,1.0,2.0,1.0,83.0,77.0,0.0,28.0,28.0,29.0,23.0,0.0,-2061.5635109658915,-2602.725312577326,0.13918981481481482,1.0,1.2527920430024777,0.8188332766893295,0.0,15.097536456023677,89.8675320561436,1.671308611897272,89.86745918036509,0.318751232568759,0.5216025935547157,0.5216025925734458,1.0,371.0,128.0,-15.344315879742123,1.0,-0.053785306266740766,facebook-java-business-sdk,0.25
0.25,1.0,1.0,1.0,1.0,6.0,0.0,3.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,27.0,3.0,13.0,6.0,6.0,8.0,6.0,9.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.45,2.0,2.0,2.0,1.0,16.39623193895737,0.0,0.0,0.0,1.0,0.0,0.9999785472621068,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,172.5,167.5,1.0252205082426162,1.0,-0.09239482156249805,FastDFS_Client,0.25
0.25,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,2.0,16.0,4.0,9.5,0.0,6.5,10.0,4.0,5.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.0,-8.168888997623,5.004478577287815,39.35610589686618,1.0731930216886383,0.9228180708210627,0.8636465838029763,0.9967697006865586,-0.05170882270865851,2.924698465551011,11.763841818382222,1.4258763966039347,11.491335793051574,0.29282231437529294,0.8966418823067668,0.8966081908635628,1.0,124.46510890346207,41.35505942486979,1.0559744677769414,1.0,-0.44178693457800483,Telecine,0.25
0.25,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,8.75,0.0,6.75,0.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,76.15966916280966,3.372266262780496,85.41287906463558,16.06780834882515,1.877010391082605,2.1617822870699874,0.8849926590739597,0.39166408961357496,3.52979322953077,5.9712150379028825,2.3262529364299516,5.919612421205507,0.5006797875579893,3.130574627437258,3.147742748964022,1.0,6.950062299141258,2.402650095453449,0.0,1.0,-0.5180091473984636,Bolts-Android,0.25
0.25,1.0,1.0,1.0,1.0,6.5,0.0,5.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.5,5.0,5.0,0.0,0.0,0.0,2.0,121.0,7.0,58.0,21.5,29.5,0.0,20.0,37.0,20.0,15.0,3.0,3.0,3.0,1.0,1.0,2.0,41.0,41.0,0.0,11.0,11.0,11.0,5.0,19.164075535626594,6.5,73.09944009681654,4.445081018518519,1.0,2.0,0.897741099594412,0.0,2.0,3.886941663544496,2.0417366893528364,3.658095918168414,0.4865246773170745,1.1645904947973311,1.164138110797704,1.0,39.88444540593385,16.394011510426438,1.0174279361946255,1.0,-0.4072664810101914,jieba-analysis,0.25
0.25,1.0,1.0,1.0,1.0,6.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.25,1.0,18.0,5.0,13.25,1.0,9.0,12.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.03,2.0,2.0,2.0,1.0,52.01824703466715,-6.364088356373813,0.0,11.412505969500055,1.0,0.5586365258013186,0.9999697488950334,0.003096375831776795,2.8794063969468366,9.867900941959459,1.1929649115814196,9.867731563616204,0.24057750975496978,0.9782666316054474,0.9771082735416335,1.0,55.83318648364738,37.170132471822974,0.802595311382833,1.0,-0.1865660220304321,gcm,0.25
0.25,1.0,1.0,1.0,1.0,6.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0,13.0,2.0,7.0,1.0,5.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11,2.0,2.0,2.0,1.0,1.0,1.0,64.67642922525879,16.56980324074074,7.411000688347629,1.5493464467919034,1.0,-0.6007406302624638,3.5787858001518753,0.0,1.6314461978742036,0.0,2.415141986526649,0.0,0.0,1.0,116.00148521592712,26.258850040177865,40.23997511566523,1.0,-0.39336462072505135,Android-RateThisApp,0.25
0.25,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,18.0,2.0,12.0,5.0,5.0,0.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.1019320510174717,0.0,37.407447393247374,1.9797685185185183,1.0,1.2796357402955647,0.8954294810467069,0.0,0.0,0.0,1.6112991831162735,0.0,0.0,0.0,0.0,1.0,117.25,26.350476984188774,1.1111609188275338,1.0,-0.36739690504582945,RESTMock,0.25
0.25,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,30.0,5.0,20.0,9.0,7.0,7.0,9.0,14.0,7.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.25,4.0,4.0,4.0,2.0,-36.94760979260508,2.8500568704311324,85.2313188451318,0.024317129629629633,1.0,2.233671582794628,1.0,0.0,4.0,13.92614060433548,2.423743766249345,13.87222494630593,0.6239392979753831,1.8,1.8,1.0,1962.7092248190397,58.04540905257545,2.3994622436748845,1.0,-0.3778970982042864,poster-generater,0.25
0.25,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,16.0,1.0,13.0,1.0,8.0,0.0,4.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,2.0,3.0,1.0,3.862034001316289,11.614730556199262,61.86828158882543,33.47341089240748,2.1153952920788996,4.571784174350224,0.9640454649893541,0.0,14.725306708117252,39.74485602876988,5.0223087160148605,39.744807443307224,1.051501900974526,2.4775949362157172,2.4775944900946913,1.0,624.051959530038,371.98071327201785,1.0647180950794712,1.0,-0.20308451120558765,pandora,0.25
0.25,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,30.0,4.0,21.0,7.0,12.0,3.0,11.0,18.0,8.0,10.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.11,4.0,4.0,4.0,2.0,9.0,0.0,7.199237121933187,3.558333333333333,1.7140027623144838,3.0,0.9107181729424648,0.0,8.739832016661332,5.0,3.0,5.0,1.6277823348461635,1.6666666666666667,1.6666666666666667,1.0,60.278743858063784,32.0,1.0018521172283024,1.0,-0.4163295166242131,progressbar,0.25
