,ActionBarSherlock,Android-ObservableScrollView,Android-Orma,AndroidAsync,BiglyBT,DaggerMock,Digital,Discord4J,Easer,EclipseCodeFormatter,Elephant,FreeBuilder,Grammar-Kit,Hystrix,JSONassert,MaterialScrollBar,Much-Assembly-Required,OpenRefine,RustDT,RxJavaFX,SoLoader,SpringCloud,Sudachi,SuperListview,Telegram,Telegram-FOSS,TrebleShot,UpdateChecker,amidst,android-ago,android-test,android-transcoder,androidannotations,app-icon,arara,archaius,blueflood,cassandra-lucene-index,chunky,clean-status-bar,couchdb-lucene,cyclops-integration,dcevm,derive4j,digdag,disruptor,dns66,docker-compose-rule,dropwizard,druid,easygcm,eo,facebook-android-sdk,fdb-record-layer,fragmentargs,freeline,getdown,graphicsfuzz,guice,heroic,hollow,iceberg,intellij-elixir,intellij-plugin-save-actions,ion-java,jBrowserDriver,java-object-diff,jboss-eap-quickstarts,jedis,jsoup,jsweet,kafkahq,loklak_wok_android,macrobase,manifold,material-remixer-android,metacat,metrics,moditect,nakadi,nokogiri,nzbhydra2,openrouteservice,opsu,org.alloytools.alloy,pacbot,parquet-mr,pebble,pgjdbc-ng,phoenicis,phpinspectionsea,picasso,pojobuilder,polyglot,postgres-async-driver,progressbar,project-rome,qbit,qpython,rapidoid,react-native-background-job,react-native-dialogs,react-native-screens,react-native-sensitive-info,roboguice,rxjava-jdbc,s3proxy,scoop,signal-cli,sofa-tracer,spectator,spring-javaformat,springside4,sqlite-android,subclipse,swipe-button,thingsboard,tikxml,truetime-android,uhabits,vulnerability-assessment-tool
amidst,0.12024266175939313,0.16487239869595816,0.163420606520421,0.08408684043816972,0.24988016111737243,0.40269935585251593,0.09724164243659494,0.06440050383898965,0.22615479385260662,0.13604662784943733,0.16440097509086327,0.1269865561723541,0.13723330221185992,0.14867258401941752,0.19571979508461834,0.22051552632853644,0.10126610343577114,0.12699729842025598,0.1809213739643395,0.23236869802698368,0.2268814446543299,0.29282072105166057,0.16928429585878868,0.3908586912045493,0.19695624789163468,0.14695612728249496,0.07825249527571887,0.2677758013822692,-0.0002821010107263433,0.42627316682597993,0.6339778889507157,0.29937886949502324,0.12610218778340265,0.7487001448553803,0.23398196605563637,0.25998145862866884,0.08171860905829997,0.11837422902045291,0.223052424337573,0.32509663435851177,0.12184087588456305,0.25761610781971356,0.41889496994770503,0.33737894651215583,0.12656596900210193,0.14249310625452205,0.20010458917645102,0.182071393441951,0.22662149938926512,0.4542248324878638,0.30928710789894254,0.35499005705090536,0.08060198200911506,0.22743587347743588,0.4791854324885161,0.23656849532587332,0.20668535963110268,0.13455151427782608,0.14273602323586088,0.11747765161623003,0.07218014824568186,0.17703063918992523,0.1973346207243628,0.1904562432166107,0.3029058290259087,0.08271147255787137,0.11381308077675323,0.17871796265196116,0.0989159657417864,0.13828943966353446,0.10887862145491578,0.22225519344541078,0.10474287176314456,0.0833114739478954,0.24852526040715495,0.1787156796014433,0.17120147724560286,0.11574460583575841,0.3915311223051502,0.06317295467986017,0.19392279244932242,0.19360221805354894,0.09757812175502334,0.11260212269078496,0.3614902602604023,0.28532099907371034,0.11878296691707191,0.10095160772154321,0.1238218670752268,0.23853701377242575,0.3124288053273493,0.1257200715669865,0.20809606394964864,0.2544182121715759,0.2501072688865479,0.33834690626778363,0.4467362108350946,0.07727848811538884,0.3219793363580836,0.1481510021457887,0.24794769605444056,0.33670058876298636,0.25042819867093524,0.28464806293920186,0.1842837648584268,0.14246383872758295,0.2104461116448585,0.3643556756097024,0.15985852416340474,0.2156308293572219,0.1031083160388293,0.280706923536739,0.13256090380442043,0.39337682909632543,0.09029885870554455,0.30117923435186833,0.24369523471176957,0.24170963020928016,0.24384827862653502,0.19780374106808285,0.1971339846505945
android-ago,0.38377491743173586,0.28496498835439477,0.3526267293233617,0.38605789527464796,0.379335171116836,0.24244025524955892,0.45900683607821857,0.4406036216359156,0.3907434282940805,0.3028305851676264,0.34354906026226695,0.38158684026948386,0.38769341882903774,0.42439302290007086,0.2439030851754741,0.20195293108833157,0.3437826546098216,0.5048544288515707,0.4358463345536221,0.18682637714956607,0.17913089232615664,0.2882500925823088,0.28428994420105935,0.17198611369256378,0.42171068567058356,0.4245892339699455,0.40498441950571273,0.19899819168886446,0.42627316682597993,-0.06372684285445285,0.4186869680136327,0.16549611259546826,0.44717761672236234,0.34982026780748066,0.23395640835560205,0.2454897406527361,0.38193899504167983,0.4031803062803485,0.34829892922079697,0.17117194142097003,0.3203814189201687,0.4577075336850355,0.3399268321312413,0.19924381757865073,0.41762753079754766,0.35777411404291315,0.202310601282776,0.2784574656633818,0.46927730063057504,0.481283049141489,0.10477764581797455,0.3313285324830103,0.379988075476137,0.32236695951544003,0.21154501902314315,0.22443856703682297,0.27637714990824336,0.404560387066525,0.4657676376482688,0.4038487592510369,0.44152931532819983,0.3806803110688567,0.4723758119907593,0.2901223588948346,0.262251252486456,0.38716687245624093,0.3031917727791815,0.3622920846877302,0.3239239792126948,0.3757569644385178,0.41949381480395487,0.27211954845185726,0.2988738280623793,0.40036558297433433,0.35289398221585644,0.3172522160567077,0.4127998512437031,0.40045321020476266,0.36976447611736507,0.43586353355413554,0.3568424835611015,0.4223548415914551,0.38395072828694576,0.42177125725342457,0.550018134026009,0.4949062765448282,0.4550753444818789,0.37654281408545676,0.419930831780268,0.45174725670363924,0.43576703260396377,0.293137052060377,0.3043276222074668,0.2605630879769001,0.26489980788810863,0.21573171719681827,0.15202836851272694,0.479097985113065,0.49338806777082944,0.48462935319769884,0.20135266659110684,0.17424393065471677,0.1432765518483693,0.2445527893610151,0.45304745774188615,0.28809868742443123,0.22140151527631102,0.22677787396033533,0.26494273006180846,0.32298735404419165,0.3649616527706242,0.24014643242773392,0.45709172957540634,0.24274176794411562,0.37098680166484566,0.1525961631897066,0.4531436221259615,0.32417981524959294,0.24071201678491527,0.4317121144674345,0.323511618209928
android-test,0.5708872529593361,0.5226752639884874,0.6013785030904255,0.5867640379723027,0.3512922762089762,0.2514599511106983,0.6399993980323859,0.6138250028504821,0.6578650735434504,0.5194824474960309,0.5470605251579639,0.5500715866915528,0.5655189026476646,0.6061609036805518,0.43324849593976666,0.40977555009636824,0.5251692172970868,0.6781373780109292,0.6081940149173825,0.4635877419877745,0.47280130078246263,0.49214272304627094,0.5491873005082657,0.4471723722874893,0.5166222848414531,0.5276135814436598,0.5794476663616421,0.4688068953264035,0.6339778889507149,0.4186869680136327,-0.0007150781111754378,0.48481527811310465,0.6523130333459887,0.6126983680812352,0.46272144488832934,0.4871226636021838,0.5850587445268722,0.5566327453266674,0.5537709863413013,0.5148998851416382,0.5213288720713372,0.6577870958681687,0.42291025525092074,0.5222517424702343,0.5900113954533094,0.6025343995113,0.452304039451892,0.553277311671074,0.6047220248112646,0.6224028322940697,0.4635372192701912,0.590019016734421,0.5535966542267278,0.5923891249052746,0.5460773689466271,0.4769971675202128,0.573612556747225,0.581170562314137,0.6556877899161976,0.5108452657880584,0.6556723682355255,0.6089408433441801,0.6211896270573701,0.49390443265309947,0.42992894720803676,0.5863589845428189,0.48717888325046876,0.45056828087875267,0.5412558987886422,0.49420430838542273,0.5401681500518497,0.45220253815932177,0.4901711635874201,0.5440826414502604,0.6234734514584525,0.5035068968530187,0.48043855198120733,0.6432893371842324,0.5397952672384877,0.6674518062525887,0.5875052195355426,0.6791597140547256,0.46816736659729874,0.6469260968500976,0.8077336495808494,0.677223123773838,0.613073538177344,0.5368942559861976,0.5902006501418283,0.7190466332261398,0.6713944797128596,0.5290133800150056,0.561011431612855,0.530804307380458,0.5269047270626084,0.44454332398556584,0.3912309860248955,0.6282240566674623,0.7701349075822255,0.6731536281196602,0.4298917804348681,0.43980937096535233,0.44375442381410724,0.3347223122558598,0.6586868753433414,0.44290154854144925,0.50134622129952,0.491930015680645,0.44000322145774806,0.5626181525547606,0.5432954570283566,0.4987415832902041,0.5620105882368558,0.37593316321436154,0.519389866293781,0.44924715756035216,0.697717769329042,0.5512561237977015,0.41471109302485787,0.653254493056634,0.33213153907602044
android-transcoder,0.24422364362066773,0.13521144534133678,0.1669059720057856,0.22750077523766743,0.29633694214511175,0.20657426035106852,0.30302162708157954,0.3200131531848758,0.20845623702690963,0.16329969515429998,0.18186877919978572,0.23123388341666407,0.22862465936267118,0.30209483626923783,0.14563015314653727,0.10801254337430699,0.1991685110200796,0.3824442356120574,0.29644545603954153,0.09056007595676319,0.10495483890426305,0.10472183158216009,0.1261825860156458,0.1943332726814968,0.34579180683680066,0.33250103853082236,0.2665001533100647,0.13572392779711617,0.29937886949502324,0.16549611259546837,0.48481527811310465,-0.012729721947869699,0.3160390654502677,0.507369796346419,0.11313819726732732,0.12060246628340066,0.24677261022114216,0.26520504859535965,0.24126341678455632,0.09659247958813466,0.16152868000556586,0.31408822695607364,0.252472251191152,0.12367171842069424,0.2671003099784415,0.21021189426600462,0.08283490161357121,0.1220370746273316,0.3776503426934671,0.4673130601389318,0.08344537522217343,0.2329735596936563,0.24379603325010601,0.2044397484710273,0.23639974426886623,0.11262800309631216,0.13546211340379521,0.2591286042274952,0.3350675020400955,0.24458312958566397,0.2875434499527979,0.19429502998384673,0.35085311175119416,0.1363635057394379,0.21346629083447022,0.23531785560573593,0.15765096573151627,0.2522397314186601,0.1792784870699312,0.235641483842848,0.28763230331487943,0.14137351636292705,0.16965270862771575,0.2632306950045541,0.23229095142108536,0.1779257649124254,0.2808007666804746,0.28148505087890496,0.278929195363426,0.31037112103062603,0.259715850410698,0.2768668335045521,0.2470398227168521,0.2907476348589044,0.5017151886109026,0.3594372616603795,0.3085409472055243,0.2174544860625487,0.28331710889763817,0.3256899698592739,0.3399443538765399,0.17329144188283085,0.15886556825680553,0.08420767362022064,0.11013397610110953,0.13908042856870895,0.21316292615404986,0.34896758459475985,0.41536157946212937,0.3587528381431109,0.13705979761110632,0.1556224907047976,0.09978083910623015,0.16735846485343764,0.3697168231229455,0.14743750011718715,0.13346389738931463,0.183662446969185,0.15686976867080427,0.17027666468246017,0.2306763812450966,0.13934878598509537,0.3216435903162532,0.19802231965115724,0.23911709610072762,0.13945298388028404,0.3335362423996685,0.1719899767054296,0.17071261038145602,0.28233208430715895,0.22356222058036013
androidannotations,0.12961011016749746,0.18776401951453292,0.1797662900049184,0.12860521262156455,0.27004630964915255,0.4228817218199854,0.11472310476409764,0.1038038556313754,0.2691405421747255,0.14285614420161485,0.20057790668610198,0.13167707068606327,0.11577419253772692,0.08827027181541558,0.252545884209175,0.24934834152315033,0.13694026771355838,0.10140621289778973,0.1897865430551381,0.2518563323076326,0.22438241569582207,0.3017683333307708,0.23802330531423854,0.4079023808347304,0.19181498596173763,0.1344964252723433,0.12735795020201224,0.28295225641971544,0.12610218778340343,0.4471776167223622,0.6523130333459884,0.31603906545026794,-0.00020805524003730813,0.7674703013406454,0.25169788438078233,0.2717920965059354,0.08619428749528601,0.10556717180285902,0.2579163593925138,0.3749666571271911,0.1831628131440982,0.24096785530056353,0.4378366904601658,0.3498686912629241,0.15303065740442579,0.17019912251274116,0.2441308572983648,0.22575228952365722,0.1872513438602894,0.4752684554245671,0.3272172271922643,0.3824129800418872,0.09108471736167323,0.22854371241651528,0.5191891388489247,0.25704300111625866,0.23189305913111313,0.1271073236596969,0.11439655830602391,0.12427404279634513,0.12690454682182706,0.20535047074583934,0.16680861584658835,0.16936540746073891,0.2740551893928964,0.11745625240066071,0.130708106755275,0.15334573658966622,0.0971435176522717,0.18496257957925677,0.13181684850170183,0.2684326334067616,0.13909377419187252,0.06808815810198199,0.24555047005359798,0.23470842660455749,0.18382120161116766,0.12934153465192488,0.37691234728813716,0.10532362234321735,0.15180509750430127,0.24985048238727237,0.09952917630597402,0.17089834081032718,0.3544689042076232,0.33083227949549865,0.1013137100553404,0.09140282162542501,0.071142867155636,0.24799605181987272,0.266477424757094,0.15414764546467186,0.21858894377892213,0.30531039899087065,0.24028620476894336,0.3649960654535701,0.4628574088707764,0.11310019665797055,0.2824813610161656,0.09054452123490175,0.274962645000124,0.35064110362723366,0.27270623799719385,0.28947457252033315,0.19533061853349942,0.1841218898548277,0.2053467120449658,0.3666169829356002,0.1969199646720583,0.19594499248837682,0.10387390492565918,0.2890902353018183,0.09833580962532695,0.41157882795025613,0.08098727952444107,0.3141266994306564,0.23913218114026513,0.24012793869047278,0.2905642123832698,0.2258087165240502,0.23795432092397995
app-icon,0.7034747567354047,0.6203728618855545,0.6951772721368885,0.7123947674808704,0.5747636717800517,0.45581044225350864,0.7618048002085462,0.7438923622895982,0.7651441500687155,0.6453736497094127,0.6191673105819913,0.6711432325858411,0.6978150251377339,0.7300248202724409,0.5316808310954696,0.46956996243100657,0.6365408759422054,0.823956375682229,0.7502119844964034,0.5279455833480603,0.5050732528853971,0.5604137859095016,0.6457676578496777,0.3510766089911469,0.5471957818695635,0.5910771261428017,0.7096432982666091,0.5267575973368834,0.7487001448553803,0.34982026780748043,0.612698368081235,0.507369796346419,0.7674703013406452,-0.013241851829743245,0.4905056439359149,0.5069451893007291,0.7050108200631399,0.699407972696134,0.662712505250153,0.5334098673346866,0.6284327238881698,0.7863136062860969,0.5684773829663793,0.4837478180215319,0.751505340188071,0.7180951637625473,0.5193045751557102,0.6400126395099264,0.803333595602918,0.7203212642416357,0.49094315625274343,0.6397365290180633,0.6830080697952003,0.7157941857952066,0.5772003728692445,0.5635465220087837,0.6772664165102235,0.7214550698911996,0.8051682123876626,0.6752118446063238,0.7884712461014545,0.7186473656663898,0.7541222570716561,0.5812704281543021,0.3751522468217955,0.7081200539456494,0.5721963878515649,0.5180812705795251,0.65370728427286,0.6299140082679523,0.6955881838435747,0.5627175108890254,0.6064167502542993,0.6842765281871614,0.722012590665806,0.5869241132176547,0.6626745850750851,0.7787887618315278,0.4932713003361223,0.7756747324826704,0.7367408871331576,0.8070498570865027,0.5994596225405449,0.7573853336752999,0.9504852597058103,0.8077719626429831,0.7639939791751238,0.6636086512839825,0.6873903915448419,0.8579784705858736,0.7586697880784021,0.6292226121964963,0.629000799203328,0.5732650978129463,0.5316970678161379,0.3732075319269397,0.2938134300151277,0.7751026654913643,0.9079045981917422,0.8131049700675063,0.4817318897459183,0.46875357289881714,0.4047672379894014,0.536598538868176,0.7896454923514701,0.5510990002454974,0.5626085618926193,0.40936755861042506,0.5248858147175681,0.6412763475503465,0.6872502179886105,0.5063893295622568,0.7429579691638157,0.5261382908656232,0.6841445483834934,0.5035372354572446,0.8237469324687527,0.6224853447629702,0.5100725636043478,0.7636391262326443,0.5043089732439039
arara,0.2138856000814352,0.1593609297760029,0.1278059366056934,0.19628230778196232,0.23794062599358345,0.23351951594202047,0.2544075628425675,0.23010407965395419,0.20533889078260126,0.13755553011052069,0.12117988091344334,0.17984011948075485,0.18275953829029135,0.2431709689781425,0.12649331943972786,0.11243326485616523,0.14679463042935637,0.3126641620210775,0.25014902288632945,0.09473593029709138,0.11962794458188852,0.11630945317151997,0.1107770631404611,0.16303470410995524,0.2372911957035193,0.22504949463445711,0.22157419498931263,0.16505094730402048,0.23398196605563637,0.23395640835560205,0.46272144488832945,0.11313819726732721,0.25169788438078167,0.4905056439359149,-0.005194184756404985,0.08272777370115025,0.18921881698744303,0.19631805166490746,0.1613153809312592,0.2109901911487969,0.1490902269233797,0.21747314693594166,0.28198816643901015,0.10855299647158645,0.22764225112717806,0.20328078077861012,0.12644565553140985,0.1496091357676057,0.2926148430836094,0.41234070723048877,0.1259663538082093,0.1808171120700881,0.1742080221590483,0.1583243181616153,0.34835674046835285,0.06740775717664083,0.13409360957946015,0.21322876732398133,0.2662682588845391,0.17977724048084887,0.22922055005950526,0.16234056377846762,0.28046560032745405,0.1255920262792165,0.17022673426048696,0.20030603161257654,0.12626230728727172,0.16415153986887854,0.1534382313419752,0.1754656814539065,0.21622755795359772,0.17042498298754305,0.13881977974594217,0.19557925184783143,0.13961443962393527,0.1484571848756795,0.21446328728426067,0.20560954020829392,0.15163934832513848,0.2546123280636312,0.2183151584893791,0.20667535725447495,0.17477978075257894,0.24078693640740145,0.41948145597238906,0.3498575322674664,0.23640671965968063,0.17747660805896148,0.21726753103315877,0.29427404054178863,0.31990082523124785,0.1385843160960546,0.11117327160690793,0.10571641696248346,0.08272293806681108,0.11829725938906577,0.25391292563787793,0.27007846729701634,0.36222164575195537,0.29878577002496154,0.14820739708117403,0.19447632598069642,0.15376205814944355,0.18557751052095117,0.2799989897742977,0.11926439635743569,0.14574355089241198,0.1564948347733759,0.134502376543727,0.12291844094456128,0.1873597295295626,0.08782619454112106,0.24911998497789856,0.22369759714298565,0.1731066905443961,0.17913785475863409,0.2344402711294773,0.13227922365640143,0.1586516459819871,0.22651102737366935,0.1612184902810706
archaius,0.2170165241612768,0.1615038496747987,0.15484018959850787,0.20600970276066033,0.24836626877361634,0.25633554847599016,0.2864877299676547,0.2635869951647082,0.19658931309799332,0.15259691913000506,0.13288173344946286,0.2076521156911768,0.20006450013320487,0.26388048443284584,0.13579637422445934,0.12648504152376938,0.18429188667497187,0.33334685956907273,0.21650668340034773,0.11408443597263063,0.13155746521225875,0.1596763493904929,0.13450756933843,0.1642875187055517,0.26468418037477914,0.2506805438963432,0.23413584663796094,0.16721829588649384,0.25998145862866884,0.2454897406527361,0.4871226636021836,0.12060246628340066,0.2717920965059337,0.506945189300729,0.08272777370115025,-0.0019138740685653577,0.20465319824784534,0.23243757315388913,0.15495201356780974,0.23597098684443463,0.16997926375364047,0.2347363890126789,0.31974370573970645,0.15582303611949333,0.23772985615163778,0.22733789401975235,0.16172196163624764,0.18625948110731694,0.33274154387247745,0.4602234882459969,0.13597777120554777,0.1990781963823356,0.1987802388223855,0.14058780742004306,0.3656532203717211,0.09365565785069752,0.15409084731126899,0.22697387171407046,0.2993149133992823,0.21763600819003004,0.2540273010880163,0.15995043568787237,0.30566901223129517,0.13411252338510138,0.1957507355921423,0.20990301779686404,0.1452908287852246,0.19870516334985722,0.18296308235389824,0.19747410464383652,0.22787375124802955,0.19796032977455558,0.14745230380584973,0.2150877450524955,0.16293062064123698,0.1817313795131067,0.2519125623248609,0.24445403574625746,0.19839985527631032,0.28684267360946425,0.24732647649610406,0.22438717719027734,0.18812028569758077,0.262997177817454,0.44235527261945873,0.372799434484929,0.26864018580115046,0.19662389008473158,0.23399353985517912,0.31105331211588083,0.34203890132335735,0.17399291196743716,0.13565627241576306,0.14163210083790756,0.10342804281159401,0.11358071637819833,0.2663638335926606,0.2926088368260641,0.38172950150502716,0.3097136686587665,0.16580056013089706,0.21118147700273393,0.17557757205825275,0.2008637910848191,0.3239267794349371,0.14729381559029586,0.16924186098371585,0.20738536344426328,0.16708315258661877,0.13774947361546108,0.21099451283540704,0.1366595770311987,0.27189253357697785,0.2137438305678283,0.1956650463714893,0.19885613011105308,0.24525721880240192,0.1324164114826002,0.16872963267330088,0.22680117214312467,0.17901126059341754
blueflood,0.1023631755627965,0.10613445305542424,0.13431222218879513,0.0742356731538163,0.212760414113483,0.34186444243476666,0.10518925605639007,0.06373145284569137,0.1818822488662638,0.06711464408201073,0.126512145391813,0.09289360263713875,0.07306242265790097,0.11840865051293337,0.14023113649920305,0.16226487004835854,0.07097781361260136,0.12278504913406385,0.1262054540993841,0.1846877361943252,0.17314143374222513,0.24409841848877734,0.13113146837332468,0.3420966478089654,0.17084162171752926,0.12531564373083692,0.05382664388628422,0.2154023301363165,0.08171860905829809,0.38193899504167983,0.5850587445268732,0.24677261022114216,0.0861942874952848,0.7050108200631396,0.18921881698744258,0.204653198247845,-0.0003438502375889829,0.06846412329447638,0.190519779356228,0.30134608477388514,0.09810177873564319,0.2117512538183105,0.35544717218589117,0.3030498647300238,0.08093822725124011,0.09605999816952426,0.16967819782587568,0.1380165740873599,0.16778955294720255,0.4508581552387557,0.24458097263840461,0.3014108860495297,0.032579556820985234,0.16291350256987747,0.44933460828715865,0.18836199153024658,0.14863003338578584,0.08382527509370363,0.09819905199604761,0.06847736521149161,0.08737111532931152,0.12425279255571964,0.1519272523943377,0.10063965573391265,0.21197539823729517,0.058137280418914083,0.057964053738304266,0.10257518743213301,0.04942450269196641,0.11339046288448318,0.12017302709890787,0.18092867935353574,0.06323133203422748,0.05204320711717225,0.19864970415574423,0.13586253464737197,0.09641084852078785,0.07608931231369542,0.34208703539736585,0.07287444879305094,0.13329978689252286,0.17774634756311947,0.06496171904170922,0.11418682903982647,0.31599291708902366,0.27143763638351637,0.061784837959747874,0.052216034535708555,0.0862959001787762,0.18955597588408035,0.25238190690122964,0.06690511955092493,0.15021984087838303,0.22463289431606126,0.1965832023617441,0.27926168883197533,0.4201979245008781,0.07018149169440946,0.2510950410915268,0.10550115027377005,0.19335906844480633,0.2776530510813944,0.2136686056601813,0.22302797839114552,0.19707699870070405,0.1324481678035434,0.17067870964853582,0.29010136829854694,0.13130319970959314,0.14072587730905894,0.058168025425037406,0.23048688168228015,0.09678984518936629,0.33327296923403305,0.034834771616290894,0.22668513203017238,0.19492961781824913,0.1785528213133798,0.20002400094743822,0.1437129986983975,0.16495156339305628
cassandra-lucene-index,0.10687978808174736,0.13892004289933946,0.154384457951378,0.10270711000422628,0.1881503045937727,0.3191255456298091,0.11487697999842705,0.08631244865389942,0.22512679405203528,0.10067262434251001,0.16813418979418027,0.10145931517199847,0.06672136568923015,0.08854990496005855,0.17434184825194843,0.16854696650652512,0.06140308171440845,0.13001390743706487,0.11093706976882933,0.1950098970727805,0.20387418595478501,0.22936565977354306,0.18238240448335763,0.35848353680734435,0.14321755832230332,0.11479538891615337,0.07158304154933315,0.25252153531608135,0.11837422902045058,0.4031803062803485,0.5566327453266665,0.26520504859535976,0.10556717180285913,0.6994079726961341,0.1963180516649079,0.2324375731538898,0.06846412329447737,-0.0002655126809347763,0.20810954156269035,0.3251663267210033,0.11594725258258021,0.21930614630828682,0.30670894746348387,0.3053704438612277,0.11081336411616338,0.16156383728665702,0.18645133892514176,0.15829105994295245,0.190727590378451,0.4101479448697234,0.2742575510548554,0.320907882604321,0.043852927975141065,0.18538155349284424,0.4769719242365168,0.18678216356306188,0.19714550820810806,0.10856177335631256,0.07408753460728434,0.06681756881607781,0.12143099564839244,0.18632423351687022,0.1284719068752488,0.10810132368698999,0.21506445729580947,0.10457830582451921,0.08392609957251906,0.0890383417840358,0.06702479776051118,0.09565493476301079,0.11410290657812017,0.182545750699445,0.09716153678387707,0.06658246561626435,0.21552242549616518,0.1310495657311308,0.0895402890717073,0.106455361400285,0.330916260456561,0.11936806132933597,0.17020256383290566,0.2508257137765909,0.07435896096646666,0.19069224974610088,0.37930331979990484,0.283738439739726,0.06433923956188092,0.06311028266809193,0.10574702898987876,0.26678283957153026,0.22300211895947486,0.09274845307188595,0.17406561312160174,0.25534525766044935,0.20756247869695943,0.30247810071751946,0.41299342175588016,0.1083810073717697,0.30844619943548557,0.11752227570656548,0.2153371928356721,0.29678824499791945,0.23696947782983013,0.20087154529021056,0.16746518433483726,0.13093852562789499,0.20842296608651478,0.2884396870993683,0.14912584008446195,0.16772725873731398,0.09131224561828677,0.23276897008106878,0.07760822150804347,0.35227357886881205,0.07920037462697882,0.235850656415312,0.24535772174571324,0.21175965939224817,0.21599713004988286,0.1938880092471521,0.15214362138789284
chunky,0.16794591234151102,0.22545548757047285,0.12762734856239566,0.1778554565881859,0.24168801301767318,0.36088309839404065,0.2608869406810429,0.2078560862897444,0.18801571939738126,0.14176154084086412,0.1607487125729784,0.17895491448179712,0.16158050493167453,0.23921964936571194,0.1882513747487482,0.19119334079263928,0.19685573402172896,0.2609309807459793,0.19173990022526766,0.1531395428084622,0.1988557437760241,0.22101619919189897,0.14496962269667069,0.27318703774542663,0.27168779773196916,0.22125626114673147,0.21040738461992203,0.22620456393350663,0.22305242433757222,0.34829892922079697,0.553770986341302,0.2412634167845561,0.2579163593925127,0.6627125052501529,0.16131538093125875,0.1549520135678094,0.1905197793562292,0.2081095415626889,-0.0003061091821930928,0.34653282351998205,0.16493753500169817,0.10151346501810288,0.36251414359951184,0.28498037852008085,0.19419332172681525,0.25592502818237184,0.22055781896719617,0.24900029051506234,0.31519873203534676,0.5043684662887328,0.21506910559535397,0.2311257013459742,0.17019230723089496,0.1006924070551325,0.45268283776223706,0.11098888375042437,0.12799330706870793,0.1710228546776732,0.2193169303200736,0.17798265495287457,0.21041403709738293,0.11115779165383832,0.27277948534782825,0.19598420320795162,0.24380389030412974,0.19289181850674852,0.1902451574676407,0.2233536817041688,0.18477811990948312,0.15209785174794832,0.16948397904555768,0.26274292158747137,0.1651525234445742,0.20522507543365653,0.10106219316103404,0.24094551974936584,0.21966567125083658,0.1939215955962763,0.3301787773021022,0.29493958473607995,0.22736599611802832,0.14247275748960608,0.184208409591466,0.24012253071137268,0.33875193850264773,0.3612849596378739,0.23431147633401672,0.16176069236855206,0.2035620124229105,0.274834116365974,0.3560793048676043,0.19208497138813696,0.11594990764092417,0.24200241491517527,0.20076016234217509,0.2734786313277059,0.37244404267082676,0.246027626968378,0.30946347533120133,0.2534812712839031,0.24486075877144708,0.25550594008986616,0.2691222053773271,0.19651801343121744,0.27242187416112695,0.16532822614454923,0.23300079826457032,0.3302767857338058,0.18425508232926247,0.15074147565016738,0.22598520872343597,0.20036296800271025,0.21769437888175414,0.2626014482832255,0.1899067102018681,0.2568644360691039,0.12043984137125952,0.16173777400420175,0.21101855706074146,0.16491207606259262,0.18780644297437388
clean-status-bar,0.29799279010885926,0.16559674920569867,0.242081837811421,0.2871652786920079,0.3609548354126192,0.21521083439199784,0.35766276277523446,0.37932373417972853,0.3010038916289054,0.21977041800886354,0.2740855972020423,0.29871493691043527,0.31930276679819514,0.36125673574422357,0.21111476225742165,0.14767851529846188,0.2483151430395728,0.4516866132255274,0.3754960719074998,0.1485334727986536,0.14274368207317278,0.1913998448244657,0.19393796014966946,0.27023382458102474,0.4103102799593441,0.40217829481696665,0.3100202587185774,0.17799980240237745,0.3250966343585113,0.17117194142097003,0.5148998851416382,0.09659247958813488,0.3749666571271911,0.5334098673346866,0.2109901911487969,0.23597098684443474,0.3013460847738847,0.32516632672100343,0.3465328235199818,-0.011836073695082328,0.2125909573895115,0.439146938813053,0.2931328924583855,0.17935886877664808,0.33076493892965464,0.24118764627578493,0.11170496279931563,0.142338864308444,0.43054223171946304,0.4898049170106129,0.14237155233588794,0.3459165904603495,0.30197104443584266,0.3140733177434307,0.22983200272380255,0.21964303915872319,0.21531153660460167,0.34097355299169785,0.40490696149091465,0.3224543888753294,0.34053326240150616,0.3020798491884157,0.43774204712874565,0.19662978262480724,0.27070643326049504,0.29545916585256493,0.20063897507386586,0.324810218793659,0.2233313733425374,0.3036228766295834,0.3494641637349909,0.13624645720056572,0.20324669230383985,0.31935248664188,0.3462129414573075,0.21275337453356524,0.35392407507110446,0.33829600077325694,0.38806835549053975,0.333751179830132,0.30422140509283135,0.36544205278153963,0.3171544711595927,0.33624437931267626,0.5719737232189375,0.4138756546648231,0.3803965216536218,0.2906428882228319,0.3535271980461443,0.393143122949673,0.3822966376134692,0.2002408599605665,0.26022878792938486,0.1410511459380781,0.20536143834894205,0.2356532406085423,0.22421114398606556,0.40715803216245283,0.48393571960855597,0.42979547150746766,0.18278035424712524,0.21055515571705985,0.09210694739893044,0.21125580476528227,0.42544564118276496,0.19861396538757403,0.1509254797518942,0.22910409070657645,0.2108390646517604,0.27360336324704704,0.2678649273558723,0.2201289608105116,0.3960364179603161,0.27305168117709144,0.30248413299122545,0.1484562784397485,0.44647624390976604,0.2964465963002928,0.19514140841544503,0.36441043472002965,0.28082654431501886
